url,category,title,source_domain,URL,Title,Category,Source_Domain,Snippet,Category_Guess,Score,Publish_Date,Status,RepFlag,has_CVE,has_TID,has_IOC,has_MiningTok,has_NFSTok,has_SSHTok,SigFlag,Quality2,Quality4
https://jfrog.com/blog/checkmarx-vs-jfrog-comparison/,unspecified,JFrog vs Checkmarx: An AppSec Solution Comparison,jfrog.com,https://jfrog.com/blog/checkmarx-vs-jfrog-comparison/,JFrog vs Checkmarx: An AppSec Solution Comparison,unspecified,jfrog.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://jfrog.com/blog/snyk-vs-jfrog-comparison/,unspecified,JFrog vs Snyk: Why Effective AppSec Must Move Beyond Source Code,jfrog.com,https://jfrog.com/blog/snyk-vs-jfrog-comparison/,JFrog vs Snyk: Why Effective AppSec Must Move Beyond Source Code,unspecified,jfrog.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://blog.gitguardian.com/oidc-for-developers-auth-integration/,unspecified,OIDC for Developers: Reasons Your Auth Integration Could Be Broken,blog.gitguardian.com,https://blog.gitguardian.com/oidc-for-developers-auth-integration/,OIDC for Developers: Reasons Your Auth Integration Could Be Broken,unspecified,blog.gitguardian.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://ubuntu.com/security/notices/USN-7978-1,unspecified,USN-7978-1: GNU Screen vulnerabilities,ubuntu.com,https://ubuntu.com/security/notices/USN-7978-1,USN-7978-1: GNU Screen vulnerabilities,unspecified,ubuntu.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://ubuntu.com/security/notices/USN-7977-1,unspecified,USN-7977-1: Git LFS vulnerabilities,ubuntu.com,https://ubuntu.com/security/notices/USN-7977-1,USN-7977-1: Git LFS vulnerabilities,unspecified,ubuntu.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://ubuntu.com/security/notices/USN-7973-1,unspecified,USN-7973-1: cJSON vulnerabilities,ubuntu.com,https://ubuntu.com/security/notices/USN-7973-1,USN-7973-1: cJSON vulnerabilities,unspecified,ubuntu.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://ubuntu.com/security/notices/USN-7974-1,unspecified,USN-7974-1: libxml2 vulnerabilities,ubuntu.com,https://ubuntu.com/security/notices/USN-7974-1,USN-7974-1: libxml2 vulnerabilities,unspecified,ubuntu.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://ubuntu.com/security/notices/USN-7970-1,unspecified,USN-7970-1: iperf3 vulnerabilities,ubuntu.com,https://ubuntu.com/security/notices/USN-7970-1,USN-7970-1: iperf3 vulnerabilities,unspecified,ubuntu.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://ubuntu.com/security/notices/USN-7968-1,unspecified,USN-7968-1: Apache HTTP Server vulnerabilities,ubuntu.com,https://ubuntu.com/security/notices/USN-7968-1,USN-7968-1: Apache HTTP Server vulnerabilities,unspecified,ubuntu.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://jfrog.com/blog/exploiting-remote-code-execution-in-redis/,unspecified,Dissecting and Exploiting CVE-2025-62507: Remote Code Execution in Redis,jfrog.com,https://jfrog.com/blog/exploiting-remote-code-execution-in-redis/,Dissecting and Exploiting CVE-2025-62507: Remote Code Execution in Redis,unspecified,jfrog.com,,,,,,0,1,0,0,0,0,0,1,1,1
https://unit42.paloaltonetworks.com/mongobleed-cve-2025-14847/,unspecified,Threat Brief: MongoDB Vulnerability (CVE-2025-14847),unit42.paloaltonetworks.com,https://unit42.paloaltonetworks.com/mongobleed-cve-2025-14847/,Threat Brief: MongoDB Vulnerability (CVE-2025-14847),unspecified,unit42.paloaltonetworks.com,,,,,,1,1,0,0,0,0,0,1,2,2
https://unit42.paloaltonetworks.com/cve-2025-55182-react-and-cve-2025-66478-next/,unspecified,Exploitation of Critical Vulnerability in React Server Components (Updated December 12),unit42.paloaltonetworks.com,https://unit42.paloaltonetworks.com/cve-2025-55182-react-and-cve-2025-66478-next/,Exploitation of Critical Vulnerability in React Server Components (Updated December 12),unspecified,unit42.paloaltonetworks.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/security/nearly-800-000-telnet-servers-exposed-to-remote-attacks/,unspecified,"Nearly 800,000 Telnet servers exposed to remote attacks",www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/nearly-800-000-telnet-servers-exposed-to-remote-attacks/,"Nearly 800,000 Telnet servers exposed to remote attacks",unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://github.blog/ai-and-ml/github-copilot/power-agentic-workflows-in-your-terminal-with-github-copilot-cli/,unspecified,Power agentic workflows in your terminal with GitHub Copilot CLI,github.blog,https://github.blog/ai-and-ml/github-copilot/power-agentic-workflows-in-your-terminal-with-github-copilot-cli/,Power agentic workflows in your terminal with GitHub Copilot CLI,unspecified,github.blog,,,,,,0,0,0,0,0,0,0,0,0,0
https://www.bleepingcomputer.com/news/security/new-malware-service-guarantees-phishing-extensions-on-chrome-web-store/,unspecified,New malware service guarantees phishing extensions on Chrome web store,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/new-malware-service-guarantees-phishing-extensions-on-chrome-web-store/,New malware service guarantees phishing extensions on Chrome web store,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/security/new-clickfix-attacks-abuse-windows-app-v-scripts-to-push-malware/,unspecified,New ClickFix attacks abuse Windows App-V scripts to push malware,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/new-clickfix-attacks-abuse-windows-app-v-scripts-to-push-malware/,New ClickFix attacks abuse Windows App-V scripts to push malware,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/microsoft/microsoft-patches-actively-exploited-office-zero-day-vulnerability/,unspecified,Microsoft patches actively exploited Office zero-day vulnerability,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/microsoft/microsoft-patches-actively-exploited-office-zero-day-vulnerability/,Microsoft patches actively exploited Office zero-day vulnerability,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/security/cloudflare-misconfiguration-behind-recent-bgp-route-leak/,unspecified,Cloudflare misconfiguration behind recent BGP route leak,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/cloudflare-misconfiguration-behind-recent-bgp-route-leak/,Cloudflare misconfiguration behind recent BGP route leak,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/artificial-intelligence/eu-launches-investigation-into-x-over-grok-generated-sexual-images/,unspecified,EU launches investigation into X over Grok-generated sexual images,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/artificial-intelligence/eu-launches-investigation-into-x-over-grok-generated-sexual-images/,EU launches investigation into X over Grok-generated sexual images,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/security/6-okta-security-settings-you-might-have-overlooked/,unspecified,6 Okta security settings you might have overlooked,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/6-okta-security-settings-you-might-have-overlooked/,6 Okta security settings you might have overlooked,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/security/hackers-can-bypass-npms-shai-hulud-defenses-via-git-dependencies/,unspecified,Hackers can bypass npm’s Shai-Hulud defenses via Git dependencies,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/hackers-can-bypass-npms-shai-hulud-defenses-via-git-dependencies/,Hackers can bypass npm’s Shai-Hulud defenses via Git dependencies,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/security/cisa-says-critical-vmware-rce-flaw-now-actively-exploited/,unspecified,CISA says critical VMware RCE flaw now actively exploited,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/cisa-says-critical-vmware-rce-flaw-now-actively-exploited/,CISA says critical VMware RCE flaw now actively exploited,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/artificial-intelligence/chatgpt-temporary-chat-feature-is-getting-a-much-needed-upgrade/,unspecified,ChatGPT Temporary chat feature is getting a much-needed upgrade,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/artificial-intelligence/chatgpt-temporary-chat-feature-is-getting-a-much-needed-upgrade/,ChatGPT Temporary chat feature is getting a much-needed upgrade,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://go.theregister.com/feed/www.theregister.com/2026/01/26/shinyhunters_okta_sso_campaign/,unspecified,Canva among ~100 targets of ShinyHunters Okta identity-theft campaign,www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/26/shinyhunters_okta_sso_campaign/,Canva among ~100 targets of ShinyHunters Okta identity-theft campaign,unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2026/01/26/ec_open_new_investigation_into/,unspecified,EU looking into Elon Musk's X after Grok produces deepfake sex images,www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/26/ec_open_new_investigation_into/,EU looking into Elon Musk's X after Grok produces deepfake sex images,unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2026/01/26/data_thieves_claim_nike_data_haul/,unspecified,"Data thieves borrow Nike's 'Just Do It' mantra, claim they ran off with 1.4TB",www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/26/data_thieves_claim_nike_data_haul/,"Data thieves borrow Nike's 'Just Do It' mantra, claim they ran off with 1.4TB",unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2026/01/26/moscow_likely_behind_wiper_attack/,unspecified,"Moscow likely behind wiper attack on Poland’s power grid, experts say",www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/26/moscow_likely_behind_wiper_attack/,"Moscow likely behind wiper attack on Poland’s power grid, experts say",unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2026/01/26/royal_navy_oracle_ai/,unspecified,Oracle AI sailed the world on Royal Navy flagship via cloud-at-the-edge kit,www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/26/royal_navy_oracle_ai/,Oracle AI sailed the world on Royal Navy flagship via cloud-at-the-edge kit,unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2026/01/26/digital_id_costs/,unspecified,"UK digital ID goes in-house, government swears it isn't an ID card",www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/26/digital_id_costs/,"UK digital ID goes in-house, government swears it isn't an ID card",unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://www.zdnet.com/article/is-tiktok-down-feed-glitchy-broken/,unspecified,"TikTok reports 'major infrastructure issue' causing app glitches, bugs",www.zdnet.com,https://www.zdnet.com/article/is-tiktok-down-feed-glitchy-broken/,"TikTok reports 'major infrastructure issue' causing app glitches, bugs",unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/how-to-choose-a-snow-blower-2026/,unspecified,"6 useful tips for buying snow blowers, according to someone who's built dozens of them",www.zdnet.com,https://www.zdnet.com/article/how-to-choose-a-snow-blower-2026/,"6 useful tips for buying snow blowers, according to someone who's built dozens of them",unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/how-to-turn-ipad-android-tablet-into-e-reader/,unspecified,How I turned my regular tablet into a full-fledged e-reader (whether it's an iPad or Android),www.zdnet.com,https://www.zdnet.com/article/how-to-turn-ipad-android-tablet-into-e-reader/,How I turned my regular tablet into a full-fledged e-reader (whether it's an iPad or Android),unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/car-deicing-gadget-scam-review/,unspecified,I tested a cheap car de-icing gadget from Amazon in the winter cold - here's how it fared,www.zdnet.com,https://www.zdnet.com/article/car-deicing-gadget-scam-review/,I tested a cheap car de-icing gadget from Amazon in the winter cold - here's how it fared,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/solid-state-batteries-vs-lithium-ion-batteries-for-iphones/,unspecified,Why your iPhone isn't powered by a solid-state battery yet - even though it beats lithium-ion,www.zdnet.com,https://www.zdnet.com/article/solid-state-batteries-vs-lithium-ion-batteries-for-iphones/,Why your iPhone isn't powered by a solid-state battery yet - even though it beats lithium-ion,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/high-ram-prices-how-to-find-laptop-pc-deals-2026/,unspecified,How I'm beating high RAM prices in 2026 - an expert's guide to smarter PC buying,www.zdnet.com,https://www.zdnet.com/article/high-ram-prices-how-to-find-laptop-pc-deals-2026/,How I'm beating high RAM prices in 2026 - an expert's guide to smarter PC buying,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/airtag-2-vs-airtag-1/,unspecified,AirTag 2 vs. AirTag 1: I compared both models and found the winner to not be so obvious,www.zdnet.com,https://www.zdnet.com/article/airtag-2-vs-airtag-1/,AirTag 2 vs. AirTag 1: I compared both models and found the winner to not be so obvious,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/asus-zenbook-duo-2026-review/,unspecified,"I switched to a dual-screen Windows laptop for work, and my favorite feature is unexpected",www.zdnet.com,https://www.zdnet.com/article/asus-zenbook-duo-2026-review/,"I switched to a dual-screen Windows laptop for work, and my favorite feature is unexpected",unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/dewalt-electric-snow-blower-review/,unspecified,I tested DeWalt's electric snow blower over the weekend - now my gas model feel outdated,www.zdnet.com,https://www.zdnet.com/article/dewalt-electric-snow-blower-review/,I tested DeWalt's electric snow blower over the weekend - now my gas model feel outdated,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/windows-pc-bitlocker-encryption-may-be-shared-with-law-enforcement-how-to-protect-privacy/,unspecified,Your BitLocker-secured Windows PC isn't so secure after all - unless you do this,www.zdnet.com,https://www.zdnet.com/article/windows-pc-bitlocker-encryption-may-be-shared-with-law-enforcement-how-to-protect-privacy/,Your BitLocker-secured Windows PC isn't so secure after all - unless you do this,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/cachyos-arch-linux-distro-now-supports-wayland/,unspecified,The latest Linux distro to embrace Wayland also makes Arch more accessible,www.zdnet.com,https://www.zdnet.com/article/cachyos-arch-linux-distro-now-supports-wayland/,The latest Linux distro to embrace Wayland also makes Arch more accessible,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/origami-linux-cosmic-desktop-immutable-fedora-base/,unspecified,This new Linux distro folds a gorgeous COSMIC desktop into an immutable Fedora base,www.zdnet.com,https://www.zdnet.com/article/origami-linux-cosmic-desktop-immutable-fedora-base/,This new Linux distro folds a gorgeous COSMIC desktop into an immutable Fedora base,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/claude-work-apps-slack-asana-figma-how-they-work/,unspecified,"You can use Slack, Asana, and Figma directly inside Claude now - here's how",www.zdnet.com,https://www.zdnet.com/article/claude-work-apps-slack-asana-figma-how-they-work/,"You can use Slack, Asana, and Figma directly inside Claude now - here's how",unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/galvanox-pet-proof-usb-c-to-usb-c-charge-cable-review/,unspecified,Pets chewing through your charging cables? This one's almost indestructible,www.zdnet.com,https://www.zdnet.com/article/galvanox-pet-proof-usb-c-to-usb-c-charge-cable-review/,Pets chewing through your charging cables? This one's almost indestructible,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/best-buy-sony-bravia-8-ii-deal/,unspecified,"Best Buy is selling last year's Sony OLED TV for $1,100 off - and it's a model I highly recommend",www.zdnet.com,https://www.zdnet.com/article/best-buy-sony-bravia-8-ii-deal/,"Best Buy is selling last year's Sony OLED TV for $1,100 off - and it's a model I highly recommend",unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/amazon-basics-smart-dimmer-switch-and-remote-review/,unspecified,This $20 remote may be Amazon's most useful gadget yet - here's how I use it,www.zdnet.com,https://www.zdnet.com/article/amazon-basics-smart-dimmer-switch-and-remote-review/,This $20 remote may be Amazon's most useful gadget yet - here's how I use it,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/usbc-magnetic-breakaway-connector-review/,unspecified,My favorite USB-C accessory of all time has a magnetic superpower (and is priced well),www.zdnet.com,https://www.zdnet.com/article/usbc-magnetic-breakaway-connector-review/,My favorite USB-C accessory of all time has a magnetic superpower (and is priced well),unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/windows-11-bug-roundup/,unspecified,The first big Windows update of 2026 is a glitchy mess - here's the full list of bugs and fixes,www.zdnet.com,https://www.zdnet.com/article/windows-11-bug-roundup/,The first big Windows update of 2026 is a glitchy mess - here's the full list of bugs and fixes,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.zdnet.com/article/how-to-watch-the-super-bowl/,unspecified,How to watch Super Bowl 2026: All your streaming options,www.zdnet.com,https://www.zdnet.com/article/how-to-watch-the-super-bowl/,How to watch Super Bowl 2026: All your streaming options,unspecified,www.zdnet.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/security/1password-adds-pop-up-warnings-for-suspected-phishing-sites/,unspecified,1Password adds pop-up warnings for suspected phishing sites,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/1password-adds-pop-up-warnings-for-suspected-phishing-sites/,1Password adds pop-up warnings for suspected phishing sites,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/microsoft/microsoft-investigates-windows-11-boot-failures-after-january-updates/,unspecified,Microsoft investigates Windows 11 boot failures after January updates,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/microsoft/microsoft-investigates-windows-11-boot-failures-after-january-updates/,Microsoft investigates Windows 11 boot failures after January updates,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/microsoft/microsoft-releases-emergency-oob-update-to-fix-outlook-freezes/,unspecified,Microsoft releases emergency OOB update to fix Outlook freezes,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/microsoft/microsoft-releases-emergency-oob-update-to-fix-outlook-freezes/,Microsoft releases emergency OOB update to fix Outlook freezes,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://go.theregister.com/feed/www.theregister.com/2026/01/25/pwn2own_automotive_2026_identifies_76_0days/,unspecified,"Pwn2Own Automotive 2026 uncovers 76 zero-days, pays out more than $1M",www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/25/pwn2own_automotive_2026_identifies_76_0days/,"Pwn2Own Automotive 2026 uncovers 76 zero-days, pays out more than $1M",unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://www.bleepingcomputer.com/news/security/sandworm-hackers-linked-to-failed-wiper-attack-on-polands-energy-systems/,unspecified,Sandworm hackers linked to failed wiper attack on Poland’s energy systems,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/sandworm-hackers-linked-to-failed-wiper-attack-on-polands-energy-systems/,Sandworm hackers linked to failed wiper attack on Poland’s energy systems,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://www.bleepingcomputer.com/news/security/konni-hackers-target-blockchain-engineers-with-ai-built-malware/,unspecified,Konni hackers target blockchain engineers with AI-built malware,www.bleepingcomputer.com,https://www.bleepingcomputer.com/news/security/konni-hackers-target-blockchain-engineers-with-ai-built-malware/,Konni hackers target blockchain engineers with AI-built malware,unspecified,www.bleepingcomputer.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://go.theregister.com/feed/www.theregister.com/2026/01/24/home_office_small_boats/,unspecified,UK border tech budget swells by £100M as Home Office targets small boat crossings,www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/24/home_office_small_boats/,UK border tech budget swells by £100M as Home Office targets small boat crossings,unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://unit42.paloaltonetworks.com/cta-9th-anniversary/,unspecified,"Happy 9th Anniversary, CTA: A Celebration of Collaboration in Cyber Defense",unit42.paloaltonetworks.com,https://unit42.paloaltonetworks.com/cta-9th-anniversary/,"Happy 9th Anniversary, CTA: A Celebration of Collaboration in Cyber Defense",unspecified,unit42.paloaltonetworks.com,,,,,,1,0,0,0,0,0,0,0,1,1
https://go.theregister.com/feed/www.theregister.com/2026/01/24/cisa_skipping_rsa_exclusive/,unspecified,Feds totally skipping infosec industry's biggest conference this year,www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/24/cisa_skipping_rsa_exclusive/,Feds totally skipping infosec industry's biggest conference this year,unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2026/01/23/surrender_as_a_service_microsoft/,unspecified,Surrender as a service: Microsoft unlocks BitLocker for feds,www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/23/surrender_as_a_service_microsoft/,Surrender as a service: Microsoft unlocks BitLocker for feds,unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2026/01/23/shinyhunters_claims_okta_customer_breaches/,unspecified,"ShinyHunters claims Okta customer breaches, leaks data belonging to 3 orgs",www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/23/shinyhunters_claims_okta_customer_breaches/,"ShinyHunters claims Okta customer breaches, leaks data belonging to 3 orgs",unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2026/01/23/ai_cyberattack_google_security/,unspecified,"AI-powered cyberattack kits are 'just a matter of time,' warns Google exec",www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/23/ai_cyberattack_google_security/,"AI-powered cyberattack kits are 'just a matter of time,' warns Google exec",unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2026/01/23/fortinet_fortigate_patch/,unspecified,Fortinet admits FortiGate SSO bug still exploitable despite December patch,www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/23/fortinet_fortigate_patch/,Fortinet admits FortiGate SSO bug still exploitable despite December patch,unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2026/01/23/landmark_milestone_as_hammersmith_fulham/,unspecified,London boroughs limping back online months after cyberattack,www.theregister.com,https://go.theregister.com/feed/www.theregister.com/2026/01/23/landmark_milestone_as_hammersmith_fulham/,London boroughs limping back online months after cyberattack,unspecified,www.theregister.com,,,,,,0,0,0,0,0,0,0,0,0,0
